,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,under-five deaths ,Total expenditure,GDP,Income composition of resources
2744,67.7,253.0,6,4.31,8.897421459,7,5.66,78.738243,0.673
2745,67.5,257.0,6,4.49,7.883791474,8,5.59,635.789635,0.669
2747,76.9,77.0,1,1.91,3862.68271,1,3.64,44449.7435,0.832
2748,76.7,78.0,1,1.82,377.2009132,1,3.49,4335.64268,0.829
2749,76.5,8.0,1,1.75,3663.764502,1,3.45,42112.23565,0.826
2750,76.3,81.0,1,1.73,387.774991,1,3.7,4462.3129,0.824
2751,76.2,82.0,1,1.69,308.0660742,1,3.93,3549.14832,0.826
2752,76.0,84.0,1,1.73,292.4022672,1,4.5,3372.57517,0.831
2753,75.8,85.0,1,1.86,4003.908598,1,2.93,45758.9554,0.829
2754,75.6,87.0,1,1.69,3759.457226,1,2.57,42672.61323,0.826
2755,75.4,89.0,1,1.74,3749.941617,1,2.33,42372.22166,0.823
2756,75.3,92.0,1,1.79,3427.320332,1,2.32,39439.8197,0.818
2757,75.1,95.0,1,1.77,2972.448675,1,2.46,36161.1761,0.813
2758,74.9,98.0,1,1.74,277.1818332,1,2.65,3323.52318,0.808
2759,74.7,11.0,1,1.72,2598.842827,1,2.72,31311.35936,0.803
2760,74.5,14.0,1,1.67,243.7539129,1,2.48,3161.52935,0.798
2761,74.2,17.0,1,1.64,262.9589578,1,2.38,3371.26869,0.791
2811,76.8,117.0,0,6.03,463.6397821,0,8.58,16737.89827,0.791
2812,76.8,117.0,0,5.82,482.8039445,0,8.68,16881.2568,0.788
2813,76.5,118.0,0,5.77,339.7190493,0,8.74,1592.6819,0.784
2814,77.0,111.0,0,5.97,417.9117441,1,8.55,14166.4998,0.78
2815,76.3,118.0,0,6.21,2331.532804,1,8.63,11938.212,0.777
2816,76.6,118.0,0,6.67,1871.736563,1,8.78,9415.17386,0.774
2817,76.4,119.0,1,6.76,24.73142261,1,8.17,962.312164,0.77
2818,75.4,124.0,1,6.67,14.47305874,1,8.23,79.69746,0.76
2819,76.2,117.0,1,6.58,1712.225506,1,11.17,5877.87678,0.756
2820,75.7,123.0,1,6.35,152.5448405,1,11.15,522.951116,0.753
2821,75.4,122.0,1,5.66,882.356362,1,11.59,4117.38853,0.75
2822,75.4,121.0,1,5.11,160.8400141,1,6.52,3622.52284,0.747
2823,75.4,124.0,1,5.86,27.46880965,1,7.18,488.768855,0.746
2824,75.2,123.0,1,6.48,421.4804282,1,7.46,6281.37747,0.742
2825,75.1,131.0,1,6.65,645.9583816,1,7.82,6871.897677,0.738
2827,69.2,184.0,16,0.01,0.442802404,18,5.84,25.448414,0.69
2828,69.1,185.0,17,0.01,19.1624696,19,6.32,197.551233,0.681
2829,68.8,184.0,18,0.01,16.71406295,21,6.49,174.468298,0.673
2830,68.5,183.0,19,2.83,140.6905284,22,5.65,1564.966945,0.664
2831,68.3,183.0,20,2.73,119.4571154,23,5.34,1377.8214,0.657
2832,68.0,183.0,21,2.56,92.81479759,24,6.31,1213.265328,0.651
2833,67.9,184.0,22,2.36,13.89021225,25,5.92,182.28625,0.644
2834,67.8,184.0,22,2.15,9.290983645,26,5.81,83.476942,0.631
2835,67.6,185.0,23,1.96,77.27092119,27,5.49,654.2838373,0.626
2836,67.3,192.0,24,1.78,40.13342094,28,5.11,546.776852,0.62
2837,67.8,183.0,24,1.59,34.41887163,29,5.11,465.1198869,0.613
2838,67.2,183.0,25,1.54,28.52135777,30,5.17,396.129969,0.607
2839,67.1,186.0,27,1.47,24.99438738,32,5.44,383.3494997,0.6
2840,67.4,185.0,28,1.53,43.66385568,34,5.28,456.734892,0.594
2841,67.1,189.0,30,1.6,48.50941741,36,5.29,558.221144,0.0
2843,71.7,134.0,0,0.01,564.8167043,0,5.2,3148.36513,0.596
2844,71.6,135.0,0,0.01,447.545645,0,3.92,3167.34356,0.591
2845,71.4,138.0,0,0.01,427.9885222,0,3.7,3158.58688,0.592
2846,71.2,141.0,0,0.85,457.9731742,0,3.85,3275.91684,0.591
2847,71.0,145.0,0,0.91,471.8626525,0,4.71,2965.82434,0.59
2848,78.0,149.0,0,0.83,361.0940984,0,3.9,2643.441423,0.589
2849,75.0,153.0,0,1.18,345.339056,0,3.66,2697.961375,0.582
2850,73.0,157.0,0,1.01,342.4908556,0,3.67,2393.367265,0.579
2851,71.0,161.0,0,1.0,43.19780767,0,3.96,247.97823,0.572
2852,69.9,165.0,0,0.88,337.2942846,0,3.87,1886.433359,0.0
2853,69.6,169.0,0,0.85,334.1673373,0,4.12,1787.94723,0.0
2854,69.4,173.0,0,1.2,27.29839073,0,4.2,158.52724,0.0
2855,69.3,176.0,0,1.24,171.1373611,0,3.52,1353.934819,0.0
2856,69.1,179.0,0,0.91,163.105292,0,3.37,1362.61731,0.0
2857,69.0,18.0,0,1.21,21.90075232,0,3.28,1469.849149,0.0
2907,61.1,314.0,28,0.01,196.6675768,41,4.99,1738.8822,0.57
2908,63.0,328.0,29,2.41,20.62306285,42,4.99,185.793359,0.565
2909,59.2,349.0,29,2.59,196.9152496,43,4.91,1734.93612,0.554
2910,58.2,366.0,29,2.57,183.0461695,44,4.26,1644.619672,0.543
2911,58.0,363.0,30,2.47,184.3649102,45,4.41,1463.213573,0.533
2912,57.4,368.0,30,2.3,143.8698873,47,4.73,1139.11233,0.518
2913,55.7,45.0,31,2.12,153.6783754,49,4.87,1369.68249,0.504
2914,52.6,487.0,32,2.08,10.85148218,51,4.37,114.587985,0.492
2915,58.0,526.0,33,2.25,1.860003739,52,6.11,13.154199,0.479
2916,49.3,554.0,34,2.33,121.879331,55,7.56,691.3178164,0.467
2917,47.9,578.0,36,2.46,8.369851529,59,7.33,53.2772217,0.456
2918,46.4,64.0,39,2.33,65.78997404,62,8.18,429.1583434,0.443
2919,45.5,69.0,41,2.44,54.04348047,66,6.93,377.135244,0.433
2920,44.6,611.0,43,2.61,46.83027463,70,6.56,378.2736238,0.424
2921,43.8,614.0,44,2.62,45.61688038,72,7.16,341.955625,0.418
2923,59.2,371.0,23,6.5,10.82259524,34,6.44,127.47462,0.498
2924,58.0,399.0,25,6.39,10.66670728,36,6.88,111.227396,0.488
2925,56.6,429.0,26,6.09,92.60233636,39,6.69,955.648466,0.464
2926,54.9,464.0,28,6.0,63.75053034,42,6.31,839.927936,0.452
2927,52.4,527.0,29,5.21,53.30858081,44,5.37,713.63562,0.436
2928,50.0,587.0,30,4.64,1.040021112,45,6.26,65.824121,0.419
2929,48.2,632.0,30,3.56,20.84342867,46,4.96,325.678573,0.421
2930,46.6,67.0,29,3.88,29.81456607,46,4.47,396.9982166,0.414
2931,45.4,7.0,28,4.57,34.26216876,45,5.12,414.796232,0.408
2932,44.6,717.0,28,4.14,8.7174087,43,6.44,444.76575,0.406
